transaction_id,instrument_id,trade_date,quantity,price,amount
110,279,2022-03-09,275,94.38,21382.16749486231
111,777777,2023-11-13,826,99.54,82220.04
112,992,2021-01-02,733,108.15,79273.95
113,209,2024-06-27,161,87.41,14073.01
114,488,2020-10-26,366,92.61,33895.26
115,198,2022-03-14,805,92.8,74704.0
116,385,2024-05-10,602,104.74,51945.52276075251
117,777777,2022-06-25,590,114.95,67820.5
118,175,2023-12-14,108,90.14,9735.12
119,1669,2023-12-09,356,106.6,37949.6
120,141,2022-05-14,810,119.55,79776.2576990017
121,356,2024-05-06,418,80.17,33511.06
122,1215,2024-05-23,863,118.36,102144.68
123,461,2021-02-12,118,93.0,10974.0
124,1666,2024-01-17,446,103.24,46045.04
125,1947,2021-11-29,763,80.19,61184.97
126,1729,2020-11-01,341,113.12,38573.92
127,810,2024-03-03,425,105.66,44905.5
128,981,2020-05-14,992,92.19,91452.48
129,1049,2020-06-24,105,119.05,12500.25
130,276,2023-09-10,928,88.49,82118.72
131,396,2024-02-18,168,80.15,13465.2
132,1454,2020-06-27,606,102.93,62375.58
133,676,2022-01-17,419,101.49,42524.31
134,842,2021-03-21,803,114.41,75686.52941952337
135,1361,2024-10-22,721,97.31,70160.51
136,1614,2020-05-09,937,100.34,94018.58
137,1807,2024-02-19,479,118.8,56905.2
138,1790,2022-01-08,674,114.8,77375.2
139,1924,2024-03-20,643,94.21,60577.03
140,1962,2023-05-07,974,103.22,100536.28
141,845,2023-04-13,854,95.16,81266.64
142,1517,2021-01-11,72,97.71,7035.12
143,563,2021-09-19,397,85.52,33951.44
144,1625,2024-06-23,597,102.88,50599.28116308334
145,1736,2021-08-15,116,93.9,10892.4
146,10,2024-02-20,692,89.38,50954.84738438533
147,1393,2021-05-30,918,90.76,83317.68
148,1244,2020-07-31,313,118.95,37231.35
149,881,2021-02-08,169,114.06,19276.14
150,962,2024-04-13,489,84.79,41462.31
151,560,2020-10-29,932,90.86,84681.52
152,1757,2021-01-15,111,87.24,9683.64
153,1981,2023-08-15,144,107.19,15435.36
154,1627,2023-04-24,743,84.31,62642.33
155,1994,2022-11-17,206,113.66,23413.96
156,1790,2024-06-30,760,83.71,63619.6
157,1878,2021-04-21,38,107.3,4077.4
158,213,2022-07-18,218,90.29,19683.22
159,1356,2020-12-27,42,93.07,3908.94
160,1107,2021-04-29,384,103.64,39797.76
161,31,2022-11-02,344,109.15,37547.6
162,345,2022-08-28,250,109.42,27355.0
163,644,2021-02-28,315,84.04,26472.6
164,180,2021-03-21,340,109.44,37209.6
165,1499,2021-02-17,446,92.71,41348.66
166,604,2021-04-06,735,119.39,72292.68443817197
167,1973,2020-06-08,460,82.62,38005.2
168,1296,2020-05-12,996,104.22,103803.12
169,472,2024-07-09,399,115.75,46184.25
170,535,2022-07-02,366,87.82,32142.12
171,735,2024-11-20,728,105.13,76534.64
172,498,2023-08-01,226,90.42,20434.92
173,1843,2020-12-06,977,105.35,102926.95
174,993,2024-06-28,120,92.95,11154.0
175,1975,2020-10-15,595,96.41,57363.95
176,67,2022-03-26,160,107.57,17211.2
177,1167,2023-08-13,146,116.92,17070.32
178,522,2021-11-29,753,103.67,78063.51
179,86,2020-12-21,714,110.9,79182.6
180,622,2021-12-10,963,117.17,112834.71
181,1141,2022-05-05,700,98.43,68901.0
182,205,2024-03-29,713,102.92,73381.96
183,1054,2020-06-23,669,102.57,68619.33
184,757,2021-08-23,190,97.09,18447.1
185,219,2021-09-11,210,103.88,21814.8
186,857,2021-11-24,757,92.89,70317.73
187,1886,2022-11-25,232,83.99,19485.68
188,1612,2021-04-01,123,118.65,14593.95
189,596,2024-10-04,718,96.57,69337.26
190,206,2022-05-29,451,95.44,35460.596183130336
191,559,2021-05-08,336,113.04,37981.44
192,41,2022-09-18,708,89.06,63054.48
193,1422,2024-08-29,822,110.09,90493.98
194,161,2020-09-17,490,89.48,43845.2
195,991,2020-01-09,275,99.93,27480.75
196,1873,2024-10-15,780,96.7,75426.0
197,1648,2020-06-08,255,94.99,24222.45
198,1617,2022-12-18,474,86.96,41219.04
199,620,2024-10-19,619,112.61,69705.59
200,795,2023-06-27,713,80.02,57054.26
201,1217,2022-05-22,153,110.78,13963.421634297312
202,1750,2020-04-17,154,97.85,15068.9
203,881,2020-12-13,577,90.91,52455.07
204,1262,2024-03-28,76,104.51,7942.76
205,773,2022-06-27,670,119.11,79803.7
206,1296,2022-07-15,916,102.08,93505.28
207,1917,2023-02-17,716,92.54,66258.64
208,1007,2021-06-13,274,95.41,26142.34
209,1810,2020-08-27,807,80.57,65019.99
210,1308,2022-01-14,157,104.3,13490.343907419518
211,248,2022-07-16,908,93.78,85152.24
212,1637,2020-01-03,344,118.98,40929.12
213,211,2022-06-08,868,90.42,78484.56
214,480,2023-01-13,732,84.49,61846.68
215,1906,2021-07-10,934,113.83,106317.22
216,1788,2022-08-12,627,81.95,51382.65
217,977,2021-11-19,397,85.03,33756.91
218,857,2024-08-03,460,91.25,41975.0
219,1192,2021-08-25,68,103.56,7042.08
220,729,2023-09-13,142,83.56,11865.52
221,723,2022-03-14,641,110.1,70574.1
222,1498,2020-04-25,703,87.86,61765.58
223,1324,2021-10-21,348,88.72,30874.56
224,1071,2021-01-16,783,86.42,67666.86
225,431,2020-10-31,973,87.59,85225.07
226,996,2022-11-14,447,104.71,46805.37
227,1761,2021-09-24,852,88.65,75529.8
228,1098,2023-12-03,377,88.11,33217.47
229,1265,2023-03-31,383,107.33,41107.39
230,949,2024-05-06,631,84.32,53205.92
231,1050,2022-01-11,263,98.65,25944.95
232,1441,2024-06-28,411,100.47,34018.6664098258
233,291,2021-11-15,161,106.3,17114.3
234,553,2021-04-09,724,108.51,78561.24
235,402,2022-05-12,426,99.51,42391.26
236,1019,2020-07-17,524,96.21,50414.04
237,238,2024-07-12,841,83.07,69861.87
238,435,2023-07-28,891,97.49,86863.59
239,682,2021-12-11,785,93.7,73554.5
240,552,2022-01-26,630,119.09,75026.7
241,1363,2023-03-09,445,112.27,49960.15
242,1030,2024-05-13,354,100.85,35700.9
243,540,2023-01-07,631,106.29,67068.99
244,1643,2020-05-05,810,96.52,78181.2
245,946,2023-12-12,758,104.27,79036.66
246,777777,2023-11-23,351,86.02,30193.02
247,915,2023-04-03,134,105.11,14084.74
248,1575,2023-06-16,862,88.18,76011.16
249,175,2021-10-01,234,91.97,21520.98
250,244,2021-06-23,731,115.88,84708.28
251,730,2021-05-31,82,86.36,7081.52
252,1791,2020-03-08,904,92.4,83529.6
253,1726,2022-03-08,483,103.19,49840.77
254,293,2023-01-31,941,85.88,80813.08
255,1013,2021-06-19,379,118.16,44782.64
256,1943,2024-05-12,33,81.32,2210.804654395681
257,1372,2023-11-17,772,94.8,73185.6
258,953,2024-06-06,717,99.4,71269.8
259,516,2022-08-03,387,80.79,31265.73
260,1667,2024-06-26,966,97.24,93933.84
261,1976,2022-07-16,61,112.57,6866.77
262,1806,2022-06-23,684,111.57,76313.88
263,1001,2021-10-18,632,102.81,64975.92
264,1,2023-04-08,670,83.08,55663.6
265,1343,2021-12-25,730,81.13,59224.9
266,1864,2020-07-20,999,110.66,110549.34
267,48,2022-09-25,299,104.86,31353.14
268,1979,2021-04-12,829,86.78,71940.62
269,836,2020-07-29,834,91.22,76077.48
270,557,2020-08-30,-52,94.5,4914.0
271,1023,2020-04-12,74,108.49,8028.26
272,311,2020-10-11,587,100.53,59011.11
273,1686,2021-10-12,156,82.11,12809.16
274,432,2023-06-20,726,83.52,60635.52
275,1199,2023-11-10,193,81.14,15660.02
276,1604,2024-02-16,75,94.24,7068.0
277,777777,2023-10-13,461,83.75,38608.75
278,362,2023-06-17,466,113.16,52732.56
279,712,2022-01-28,735,102.89,75624.15
280,987,2022-10-29,256,92.88,23777.28
281,58,2021-06-01,642,87.51,56181.42
282,1013,2021-12-07,947,104.53,98989.91
283,600,2021-10-03,798,99.2,79161.6
284,580,2021-08-03,567,95.07,53904.69
285,475,2021-02-04,401,85.46,34269.46
286,504,2024-05-09,976,88.43,86307.68
287,1143,2023-01-19,659,115.95,76411.05
288,1496,2024-11-09,915,115.66,105828.9
289,1169,2020-03-27,77,96.58,7436.66
290,1150,2021-02-13,307,88.29,27105.03
291,283,2021-08-26,582,111.68,64997.76
292,241,2022-05-14,52,83.57,4345.64
293,1356,2024-04-27,425,111.79,47510.75
294,1757,2024-02-23,687,111.59,76662.33
295,85,2021-02-16,605,90.52,54764.6
296,1160,2021-05-12,772,94.65,73069.8
297,1900,2020-08-31,307,114.98,35298.86
298,992,2024-02-23,709,118.61,84094.49
299,418,2021-08-06,209,115.36,24110.24
300,479,2024-03-17,677,108.73,73610.21
301,1961,2024-04-01,53,108.35,5742.55
302,1877,2022-07-18,948,108.14,102516.72
303,1675,2020-11-07,746,84.44,62992.24
304,1282,2024-10-08,112,113.28,12687.36
305,1641,2022-02-23,104,101.25,10530.0
306,889,2023-09-24,915,106.82,97740.3
307,1970,2021-03-26,178,87.53,15580.34
308,771,2022-08-02,960,82.68,79372.8
309,1068,2020-08-20,691,119.66,82685.06
310,1650,2024-08-14,687,107.01,73515.87
311,1942,2020-05-04,831,81.09,67385.79
312,483,2023-01-14,900,86.17,77553.0
313,818,2023-03-28,918,102.28,93893.04
314,13,2024-04-26,941,107.2,100875.2
315,1721,2023-10-04,826,107.03,88406.78
316,1246,2021-10-10,470,111.72,52508.4
317,867,2021-09-26,376,89.59,33685.84
318,1851,2020-05-22,75,90.82,5611.536877661086
319,388,2021-12-15,707,104.23,73690.61
320,925,2023-11-22,809,91.68,74169.12
321,510,2023-04-27,410,87.39,35829.9
322,804,2020-11-28,728,119.19,86770.32
323,1359,2020-11-17,27,92.25,2490.75
324,538,2023-06-29,729,89.26,65070.54
325,145,2022-08-30,240,85.76,20582.4
326,155,2021-06-19,647,105.35,56153.63580853735
327,777777,2023-05-16,631,92.83,58575.73
328,392,2023-06-28,680,105.71,71882.8
329,982,2020-10-10,795,107.0,85065.0
330,1261,2021-05-09,395,100.85,39835.75
331,1181,2023-08-02,251,104.59,26252.09
332,1704,2020-07-02,908,111.29,83249.38834564065
333,1471,2022-09-11,880,80.98,71262.4
334,1884,2022-11-30,228,89.06,20305.68
335,1987,2021-10-17,403,87.37,35210.11
336,1559,2021-08-28,980,112.8,110544.0
337,1760,2020-12-30,63,101.61,6401.43
338,777777,2022-03-12,600,107.69,64614.0
339,1443,2020-12-16,598,100.85,60308.3
340,742,2023-01-26,580,89.42,51863.6
341,1514,2021-01-08,349,93.8,32736.2
342,1393,2020-08-17,11,81.09,891.99
343,1948,2023-11-19,726,119.28,86597.28
344,746,2023-10-21,706,116.99,82594.94
345,632,2023-02-01,802,92.4,74104.8
346,1218,2020-10-16,513,113.97,58466.61
347,117,2022-01-20,287,80.16,23005.92
348,1687,2023-11-16,755,84.19,63563.45
349,29,2021-01-21,487,101.97,49659.39
350,777777,2024-01-19,184,107.14,19713.76
351,673,2023-06-14,477,106.07,50595.39
352,706,2024-05-11,147,104.49,15360.03
353,1285,2023-05-07,928,90.05,83566.4
354,494,2023-03-21,552,117.53,64876.56
355,428,2020-12-26,994,82.98,82482.12
356,217,2024-01-20,290,80.25,23272.5
357,997,2020-09-25,665,82.09,54589.85
358,113,2020-11-03,79,100.33,7926.07
359,1224,2022-07-18,912,116.36,106120.32
360,1675,2024-09-01,-359,86.89,31193.51
361,1812,2020-08-22,375,97.92,36720.0
362,949,2020-04-24,229,86.23,19746.67
363,1562,2023-05-28,515,105.74,54456.1
364,1909,2023-09-03,959,97.05,93070.95
365,1438,2020-02-17,222,109.79,24373.38
366,715,2020-07-30,172,111.87,19241.64
367,895,2024-09-07,449,98.68,44307.32
368,357,2020-08-29,635,101.3,64325.5
369,586,2022-05-05,510,116.24,59282.4
370,426,2021-03-14,883,86.42,76308.86
371,1824,2024-01-08,600,92.12,55272.0
372,1309,2023-06-29,191,93.9,17934.9
373,815,2021-12-18,995,117.88,117290.6
374,1188,2020-12-16,75,95.91,7193.25
375,668,2024-09-26,752,103.92,78147.84
376,1836,2024-02-12,607,103.93,63085.51
377,609,2020-06-02,905,102.67,92916.35
378,747,2021-03-02,520,110.03,57215.6
379,1733,2021-02-05,447,110.44,49366.68
380,1138,2023-12-25,789,110.21,86955.69
381,715,2022-05-04,189,119.16,22521.24
382,1041,2021-12-25,798,117.41,93693.18
383,639,2022-10-16,941,101.74,95737.34
384,734,2023-09-21,607,97.48,59170.36
385,996,2024-01-20,518,92.93,48137.74
386,1149,2022-04-13,130,80.18,10423.4
387,1704,2020-04-17,973,114.46,111369.58
388,1495,2024-05-04,-623,95.85,59714.55
389,574,2024-11-05,955,103.24,98594.2
390,767,2023-04-14,111,93.48,8548.319441083047
391,1263,2020-10-08,330,105.65,34864.5
392,679,2022-04-25,873,114.94,100342.62
393,636,2024-11-22,12,100.12,1201.44
394,774,2023-06-04,278,86.63,24083.14
395,95,2024-10-02,375,99.98,30887.54993550734
396,1609,2024-05-09,58,109.18,6332.44
397,835,2024-09-14,416,91.98,38263.68
398,1287,2022-03-09,984,80.27,78985.68
399,1602,2024-08-04,731,88.81,64920.11
400,761,2020-03-05,526,113.15,59516.9
401,856,2020-10-18,114,108.64,12384.96
402,1,2024-10-25,348,110.52,38460.96
403,334,2020-02-26,664,111.95,74334.8
404,370,2021-11-16,-171,105.58,18054.18
405,1569,2024-05-07,198,86.99,17224.02
406,26,2020-12-23,584,112.54,65723.36
407,1478,2021-07-30,698,103.23,72054.54
408,783,2024-12-04,849,90.62,76936.38
409,1009,2022-02-13,929,113.68,105608.72
410,1473,2020-07-15,989,89.74,88752.86
411,1048,2022-08-08,310,115.47,35795.7
412,966,2023-07-14,883,90.54,79946.82
413,200,2020-09-26,696,83.66,58227.36
414,674,2021-07-18,980,106.92,104781.6
415,1148,2023-05-10,834,94.79,79054.86
416,642,2021-04-02,-569,89.62,50993.78
417,777777,2021-11-09,896,115.9,103846.4
418,601,2023-03-14,686,100.01,68606.86
419,1235,2023-10-29,866,104.36,90375.76
420,137,2022-06-06,780,104.57,81564.6
421,1934,2021-12-14,238,103.62,24661.56
422,1327,2023-05-13,670,116.89,78316.3
423,274,2023-01-31,156,108.49,16924.44
424,1392,2021-10-20,677,108.62,73535.74
425,1171,2023-11-20,17,83.17,1413.89
426,184,2022-10-13,571,81.77,46690.67
427,1178,2022-07-25,782,106.69,83431.58
428,251,2020-06-11,74,89.98,6658.52
429,867,2021-05-04,631,91.49,57730.19
430,53,2023-03-02,881,88.4,77880.4
431,198,2024-11-17,745,101.71,75773.95
432,6,2021-07-31,695,82.15,57094.25
433,660,2023-05-24,779,106.9,83275.1
434,1740,2020-07-27,660,110.08,72652.8
435,1843,2023-08-21,473,104.74,49542.02
436,58,2024-09-30,73,118.49,8649.77
437,1006,2022-01-21,641,108.19,69349.79
438,537,2023-10-09,222,111.06,24655.32
439,1230,2024-02-15,376,119.68,44999.68
440,34,2024-01-06,101,90.9,9180.9
441,1385,2022-11-08,27,91.99,2483.73
442,184,2024-11-29,843,116.19,97948.17
443,1285,2022-04-13,568,100.55,47051.066398257506
444,74,2024-09-02,593,92.82,55042.26
445,357,2021-10-26,463,98.61,45656.43
446,765,2021-09-28,733,93.16,68286.28
447,248,2023-05-26,918,84.78,77828.04
448,938,2022-01-27,219,81.93,17942.67
449,955,2020-01-05,787,113.4,89245.8
450,907,2024-08-23,885,119.29,105571.65
451,1347,2020-03-01,398,111.36,44321.28
452,824,2020-07-08,708,119.48,84591.84
453,777777,2021-07-18,443,116.33,51534.19
454,748,2024-07-29,788,84.51,66593.88
455,1110,2021-06-21,846,84.02,71080.92
456,420,2022-02-16,579,111.53,64575.87
457,1591,2024-05-26,330,113.91,37590.3
458,747,2023-01-07,859,94.4,81089.6
459,949,2024-02-18,506,118.78,60102.68
460,1195,2023-06-22,429,82.46,35375.34
461,280,2022-05-01,917,113.86,104409.62
462,227,2024-08-07,682,103.96,70900.72
463,1378,2023-10-07,586,94.98,45853.1146982583
464,59,2022-06-09,622,115.65,59261.833255338155
465,1073,2023-08-13,881,115.46,101720.26
466,255,2020-02-09,444,87.12,38681.28
467,462,2021-12-26,738,80.43,59357.34
468,282,2020-02-25,683,112.57,63340.637512354784
469,1778,2021-06-14,791,116.92,92483.72
470,1451,2024-05-11,610,94.62,57718.2
471,685,2024-05-18,122,95.35,11632.7
472,535,2023-05-15,730,98.77,72102.1
473,1152,2021-12-09,209,90.45,18904.05
474,867,2021-02-14,686,117.09,80323.74
475,1162,2024-11-09,377,88.18,33243.86
476,551,2023-04-27,748,100.48,75159.04
477,1500,2023-01-12,258,107.71,27789.18
478,1448,2022-12-18,921,109.42,100775.82
479,777777,2023-02-23,12,99.92,1199.04
480,1605,2023-09-18,654,100.63,65812.02
481,1395,2020-06-28,731,107.54,78611.74
482,479,2024-06-18,246,84.8,20860.8
483,1797,2023-10-01,343,98.93,33932.99
484,414,2020-07-11,223,117.45,26191.35
485,565,2020-06-15,180,90.64,16315.2
486,26,2023-10-02,462,105.18,48593.16
487,1561,2020-07-20,786,98.61,77507.46
488,994,2024-04-29,525,85.78,45034.5
489,504,2024-03-07,255,104.07,26537.85
490,1666,2023-06-16,787,100.4,79014.8
491,1050,2024-01-24,871,105.84,92186.64
492,1941,2020-12-18,701,82.74,58000.74
493,1701,2022-11-05,61,86.91,5301.51
494,1801,2020-04-20,195,117.53,22918.35
495,602,2023-09-11,541,92.21,49885.61
496,1765,2021-10-13,254,112.56,28590.24
497,1055,2024-05-08,512,84.49,43258.88
498,201,2022-04-30,585,115.07,67315.95
499,724,2022-09-01,610,115.23,70290.3
500,71,2024-06-28,787,84.46,66470.02
501,1370,2024-11-17,154,91.64,14112.56
502,777777,2020-02-04,647,93.63,60578.61
503,1773,2023-07-18,-810,80.59,65277.9
504,337,2020-09-29,311,87.46,27200.06
505,1022,2020-03-30,109,91.0,9919.0
506,1640,2024-05-18,562,108.26,60842.12
507,458,2024-10-10,979,106.14,103911.06
508,489,2022-10-09,107,105.07,11242.49
509,430,2021-06-11,292,99.69,29109.48
510,1859,2020-05-01,921,81.4,74969.4
511,1368,2022-08-26,766,113.59,87009.94
512,1449,2024-07-10,350,102.96,36036.0
513,458,2021-04-01,519,105.56,54785.64
514,1067,2020-08-23,365,89.84,32791.6
515,335,2024-04-05,522,89.31,46619.82
516,1287,2024-12-04,93,86.49,8043.57
517,777777,2023-11-11,169,93.39,15782.91
518,1133,2022-01-23,438,99.46,43563.48
519,360,2020-06-15,423,119.97,50747.31
520,926,2020-01-18,985,83.7,82444.5
521,337,2020-03-30,437,105.35,46037.95
522,217,2024-08-13,977,100.57,98256.89
523,937,2024-09-15,20,85.31,1706.2
524,887,2021-08-05,396,111.0,43956.0
525,692,2023-09-29,661,108.76,71890.36
526,313,2024-08-23,408,112.69,45977.52
527,1550,2023-11-26,129,103.0,13287.0
528,682,2020-03-30,751,89.81,67447.31
529,215,2021-05-06,112,105.32,11795.84
530,1241,2022-02-11,956,90.83,86833.48
531,1807,2024-08-07,715,101.67,72694.05
532,1209,2020-09-28,37,103.2,3818.4
533,1725,2024-08-17,94,112.79,10602.26
534,1927,2023-04-14,530,101.07,53567.1
535,730,2021-07-10,272,117.22,31883.84
536,1196,2021-07-23,748,106.74,79841.52
537,289,2021-12-21,459,109.41,50219.19
538,301,2023-09-11,872,91.79,80040.88
539,592,2022-09-29,66,115.97,7654.02
540,628,2020-09-14,864,90.03,77785.92
541,1714,2022-01-08,468,107.16,50150.88
542,527,2023-04-16,592,96.48,57116.16
543,1666,2022-02-25,279,80.08,22342.32
544,581,2021-09-08,-903,93.02,83997.06
545,1421,2024-06-28,440,90.34,39749.6
546,1059,2020-05-19,326,94.52,30813.52
547,652,2020-11-23,766,111.93,85738.38
548,1818,2022-11-13,730,92.68,67656.4
549,1365,2024-06-20,556,110.25,61299.0
550,652,2024-11-05,398,95.76,38112.48
551,1251,2021-04-14,583,80.69,47042.27
552,488,2020-06-17,266,115.8,30802.8
553,602,2020-11-13,581,99.03,57536.43
554,1221,2020-07-19,971,83.06,80651.26
555,1440,2023-06-01,457,88.95,40650.15
556,697,2021-06-17,-521,104.7,54548.7
557,440,2022-09-25,640,101.08,64691.2
558,272,2024-03-12,926,99.4,92044.4
559,1512,2020-09-06,461,111.09,42190.52723069068
560,1712,2020-11-06,267,119.95,32026.65
561,337,2021-10-11,128,86.53,11075.84
562,4,2024-01-07,824,118.83,97915.92
563,1388,2021-03-07,549,88.14,48388.86
564,382,2021-08-12,110,91.0,10010.0
565,471,2024-11-06,194,98.99,19204.06
566,300,2020-03-30,945,114.22,107937.9
567,141,2023-05-12,945,97.78,92402.1
568,1686,2022-09-04,231,99.32,22942.92
569,107,2024-10-18,700,81.97,47270.700213362026
570,481,2023-05-05,175,97.18,17006.5
571,1141,2023-09-21,628,116.68,73275.04
572,1003,2022-07-22,934,105.08,98144.72
573,764,2020-11-22,988,88.39,87329.32
574,1088,2021-11-30,10,83.88,838.8
575,1982,2023-08-04,203,116.64,23677.92
576,1398,2023-01-23,374,98.4,36801.6
577,368,2022-04-30,814,115.7,94179.8
578,1941,2020-06-28,172,117.77,20256.44
579,1639,2024-04-27,297,101.1,30026.7
580,205,2024-01-29,910,110.63,100673.3
581,710,2024-04-16,545,82.44,44929.8
582,1412,2023-03-30,732,100.3,73419.6
583,1369,2020-07-10,737,100.64,74171.68
584,205,2024-06-24,943,101.11,95346.73
585,554,2021-01-06,645,118.17,76219.65
586,1676,2023-12-26,518,102.45,53069.1
587,277,2024-05-16,302,102.41,30927.82
588,523,2021-01-23,431,105.7,45556.7
589,1205,2024-03-06,950,88.02,83619.0
590,696,2021-01-20,336,106.24,35696.64
591,385,2021-08-04,210,112.43,23610.3
592,1459,2020-07-21,474,102.55,48608.7
593,262,2023-07-04,-465,110.75,51498.75
594,1698,2024-11-20,61,80.5,4910.5
595,442,2021-01-14,976,102.6,100137.6
596,1588,2021-02-05,293,91.64,26850.52
597,1713,2024-10-05,800,113.12,90496.0
598,1256,2023-08-14,35,81.28,2844.8
599,1978,2024-04-11,768,83.24,63928.32
600,771,2021-01-29,124,98.38,12199.12
601,1327,2021-04-10,310,88.86,27546.6
602,1343,2024-06-18,-538,80.15,43120.7
603,1968,2020-12-15,793,106.6,84533.8
604,1030,2021-05-04,501,92.23,46207.23
605,59,2022-09-22,764,113.56,86759.84
606,172,2020-12-08,148,84.75,12543.0
607,1662,2023-01-10,644,94.63,60941.72
608,1914,2023-05-14,452,117.7,53200.4
609,301,2021-09-13,61,119.39,7282.79
610,1031,2024-09-08,592,114.06,67523.52
611,965,2024-04-16,193,112.61,21733.73
612,596,2023-08-27,297,86.51,25693.47
613,77,2022-06-21,190,104.94,16426.07196490249
614,1288,2024-07-26,606,95.36,57788.16
615,1672,2023-01-11,156,83.08,12960.48
